word,to_asterisks,to_number,to_ommit,interleave_space,interleave_underscore,swap,duplicate_char,extra_char,random
simpleton,s*mpleton,simplet0n,smpltn,s i m p l e t o n,s_i_m_p_l_e_t_o_n,ismpleton,siiiiimpleton,simpletonc,s i m p l e t o n
boorish,b*orish,b0orish,brsh,b o o r i s h,b_o_o_r_i_s_h,oborish,boooooorish,boorisha,b_o_o_r_i_s_h
sneaky,sn*aky,sneaky,snky,s n e a k y,s_n_e_a_k_y,nseaky,sneeeeeaky,sneakyk,s_n_e_a_k_y
pinko,p*nko,pink0,pnk,p i n k o,p_i_n_k_o,ipnko,piiiiinko,pinkop,p i n k o
conceited,c*nceited,c0nceited,cnctd,c o n c e i t e d,c_o_n_c_e_i_t_e_d,ocnceited,cooooonceited,conceitedh,c_o_n_c_e_i_t_e_d
sycophant,syc*phant,syc0phant,sycphnt,s y c o p h a n t,s_y_c_o_p_h_a_n_t,yscophant,sycooooophant,sycophantq,s_y_c_o_p_h_a_n_t
monster,m*nster,m0nster,mnstr,m o n s t e r,m_o_n_s_t_e_r,omnster,mooooonster,monsterg,m o n s t e r
ned,n*d,ned,nd,n e d,n_e_d,end,neeeeed,nede,n_e_d
traitor,tr*itor,trait0r,trtr,t r a i t o r,t_r_a_i_t_o_r,rtaitor,traaaaaitor,traitorx,traitorf
dyke,dyk*,dyke,dyk,d y k e,d_y_k_e,ydke,dykeeeee,dykef,d y k e
hypocritical,hyp*critical,hyp0critical,hypcrtcl,h y p o c r i t i c a l,h_y_p_o_c_r_i_t_i_c_a_l,yhpocritical,hypooooocritical,hypocriticalt,hypcrtcl
nosy,n*sy,n0sy,nsy,n o s y,n_o_s_y,onsy,nooooosy,nosyu,nooooosy
downright,d*wnright,d0wnright,dwnrght,d o w n r i g h t,d_o_w_n_r_i_g_h_t,odwnright,dooooownright,downrightb,d0wnright
womanizer,w*manizer,w0manizer,wmnzr,w o m a n i z e r,w_o_m_a_n_i_z_e_r,owmanizer,wooooomanizer,womanizera,w*manizer
cheating,ch*ating,cheating,chtng,c h e a t i n g,c_h_e_a_t_i_n_g,hceating,cheeeeeating,cheatingm,c h e a t i n g
beastly,b*astly,beastly,bstly,b e a s t l y,b_e_a_s_t_l_y,ebastly,beeeeeastly,beastlyx,b e a s t l y
nerdy,n*rdy,nerdy,nrdy,n e r d y,n_e_r_d_y,enrdy,neeeeerdy,nerdyi,neeeeerdy
shameless,sh*meless,shameless,shmlss,s h a m e l e s s,s_h_a_m_e_l_e_s_s,hsameless,shaaaaameless,shamelesst,shameless
sickening,s*ckening,sickening,scknng,s i c k e n i n g,s_i_c_k_e_n_i_n_g,isckening,siiiiickening,sickeningz,s i c k e n i n g
spineless,sp*neless,spineless,spnlss,s p i n e l e s s,s_p_i_n_e_l_e_s_s,psineless,spiiiiineless,spinelesso,s_p_i_n_e_l_e_s_s
inconsiderate,*nconsiderate,inc0nsiderate,ncnsdrt,i n c o n s i d e r a t e,i_n_c_o_n_s_i_d_e_r_a_t_e,niconsiderate,iiiiinconsiderate,inconsideratef,inc0nsiderate
tranny,tr*nny,tranny,trnny,t r a n n y,t_r_a_n_n_y,rtanny,traaaaanny,trannyd,traaaaanny
narcissist,n*rcissist,narcissist,nrcssst,n a r c i s s i s t,n_a_r_c_i_s_s_i_s_t,anrcissist,naaaaarcissist,narcissistz,narcissist
shite,sh*te,shite,sht,s h i t e,s_h_i_t_e,hsite,shiiiiite,shiteu,s_h_i_t_e
ignorant,*gnorant,ign0rant,gnrnt,i g n o r a n t,i_g_n_o_r_a_n_t,ginorant,iiiiignorant,ignorantr,ginorant
troll,tr*ll,tr0ll,trll,t r o l l,t_r_o_l_l,rtoll,troooooll,trollq,t r o l l
vindictive,v*ndictive,vindictive,vndctv,v i n d i c t i v e,v_i_n_d_i_c_t_i_v_e,ivndictive,viiiiindictive,vindictivew,ivndictive
ogre,*gre,0gre,gr,o g r e,o_g_r_e,gore,ooooogre,ogren,gore
wimp,w*mp,wimp,wmp,w i m p,w_i_m_p,iwmp,wiiiiimp,wimpd,wimp
fanboy,f*nboy,fanb0y,fnby,f a n b o y,f_a_n_b_o_y,afnboy,faaaaanboy,fanboyh,fnby
snooty,sn*oty,sn0oty,snty,s n o o t y,s_n_o_o_t_y,nsooty,snooooooty,snootyx,sn*oty
drivel,dr*vel,drivel,drvl,d r i v e l,d_r_i_v_e_l,rdivel,driiiiivel,drivelb,rdivel
masochist,m*sochist,mas0chist,mschst,m a s o c h i s t,m_a_s_o_c_h_i_s_t,amsochist,maaaaasochist,masochists,mschst
silly,s*lly,silly,slly,s i l l y,s_i_l_l_y,islly,siiiiilly,sillyf,s i l l y
awful,*wful,awful,wfl,a w f u l,a_w_f_u_l,waful,aaaaawful,awfulr,awful
wee,w*e,wee,w,w e e,w_e_e,ewe,weeeeee,weed,wee
sleazy,sl*azy,sleazy,slzy,s l e a z y,s_l_e_a_z_y,lseazy,sleeeeeazy,sleazyd,s_l_e_a_z_y
maggot,m*ggot,magg0t,mggt,m a g g o t,m_a_g_g_o_t,amggot,maaaaaggot,maggotb,m_a_g_g_o_t
abominable,*bominable,ab0minable,bmnbl,a b o m i n a b l e,a_b_o_m_i_n_a_b_l_e,baominable,aaaaabominable,abominablew,aaaaabominable
dastardly,d*stardly,dastardly,dstrdly,d a s t a r d l y,d_a_s_t_a_r_d_l_y,adstardly,daaaaastardly,dastardlyw,d_a_s_t_a_r_d_l_y
sneering,sn*ering,sneering,snrng,s n e e r i n g,s_n_e_e_r_i_n_g,nseering,sneeeeeering,sneeringc,sneeeeeering
brainless,br*inless,brainless,brnlss,b r a i n l e s s,b_r_a_i_n_l_e_s_s,rbainless,braaaaainless,brainlessf,rbainless
drunkard,dr*nkard,drunkard,drnkrd,d r u n k a r d,d_r_u_n_k_a_r_d,rdunkard,druuuuunkard,drunkardn,drnkrd
wastrel,w*strel,wastrel,wstrl,w a s t r e l,w_a_s_t_r_e_l,awstrel,waaaaastrel,wastrelb,wastreld
sod,s*d,s0d,sd,s o d,s_o_d,osd,soooood,sodf,sd
domineering,d*mineering,d0mineering,dmnrng,d o m i n e e r i n g,d_o_m_i_n_e_e_r_i_n_g,odmineering,dooooomineering,domineeringm,d*mineering
naff,n*ff,naff,nff,n a f f,n_a_f_f,anff,naaaaaff,naffp,anff
midget,m*dget,midget,mdgt,m i d g e t,m_i_d_g_e_t,imdget,miiiiidget,midgeth,imdget
horny,h*rny,h0rny,hrny,h o r n y,h_o_r_n_y,ohrny,hooooorny,hornyu,hrny
huckster,h*ckster,huckster,hckstr,h u c k s t e r,h_u_c_k_s_t_e_r,uhckster,huuuuuckster,hucksterw,huckster
airhead,*irhead,airhead,rhd,a i r h e a d,a_i_r_h_e_a_d,iarhead,aaaaairhead,airheadt,rhd
lazy,l*zy,lazy,lzy,l a z y,l_a_z_y,alzy,laaaaazy,lazyx,lazy
wicked,w*cked,wicked,wckd,w i c k e d,w_i_c_k_e_d,iwcked,wiiiiicked,wickedp,w*cked
lecher,l*cher,lecher,lchr,l e c h e r,l_e_c_h_e_r,elcher,leeeeecher,lecherj,leeeeecher
snotty,sn*tty,sn0tty,sntty,s n o t t y,s_n_o_t_t_y,nsotty,snoooootty,snottyn,s n o t t y
motherfucker,m*therfucker,m0therfucker,mthrfckr,m o t h e r f u c k e r,m_o_t_h_e_r_f_u_c_k_e_r,omtherfucker,moooootherfucker,motherfuckeru,m_o_t_h_e_r_f_u_c_k_e_r
torturer,t*rturer,t0rturer,trtrr,t o r t u r e r,t_o_r_t_u_r_e_r,otrturer,tooooorturer,torturerp,torturerq
charlatan,ch*rlatan,charlatan,chrltn,c h a r l a t a n,c_h_a_r_l_a_t_a_n,hcarlatan,chaaaaarlatan,charlatanm,c h a r l a t a n
fornication,f*rnication,f0rnication,frnctn,f o r n i c a t i o n,f_o_r_n_i_c_a_t_i_o_n,ofrnication,fooooornication,fornicationt,f*rnication
atrocity,*trocity,atr0city,trcty,a t r o c i t y,a_t_r_o_c_i_t_y,tarocity,aaaaatrocity,atrocityu,a t r o c i t y
incompetent,*ncompetent,inc0mpetent,ncmptnt,i n c o m p e t e n t,i_n_c_o_m_p_e_t_e_n_t,nicompetent,iiiiincompetent,incompetentx,i n c o m p e t e n t
despot,d*spot,desp0t,dspt,d e s p o t,d_e_s_p_o_t,edspot,deeeeespot,despota,dspt
badass,b*dass,badass,bdss,b a d a s s,b_a_d_a_s_s,abdass,baaaaadass,badassv,b a d a s s
bollock,b*llock,b0llock,bllck,b o l l o c k,b_o_l_l_o_c_k,obllock,booooollock,bollockv,b*llock
bullcrap,b*llcrap,bullcrap,bllcrp,b u l l c r a p,b_u_l_l_c_r_a_p,ubllcrap,buuuuullcrap,bullcrapb,bllcrp
blackmailer,bl*ckmailer,blackmailer,blckmlr,b l a c k m a i l e r,b_l_a_c_k_m_a_i_l_e_r,lbackmailer,blaaaaackmailer,blackmailerw,blckmlr
repulsive,r*pulsive,repulsive,rplsv,r e p u l s i v e,r_e_p_u_l_s_i_v_e,erpulsive,reeeeepulsive,repulsiveb,reeeeepulsive
derogatory,d*rogatory,der0gatory,drgtry,d e r o g a t o r y,d_e_r_o_g_a_t_o_r_y,edrogatory,deeeeerogatory,derogatoryg,derogatorya
manky,m*nky,manky,mnky,m a n k y,m_a_n_k_y,amnky,maaaaanky,mankyc,mnky
bully,b*lly,bully,blly,b u l l y,b_u_l_l_y,ublly,buuuuully,bullyp,blly
slapping,sl*pping,slapping,slppng,s l a p p i n g,s_l_a_p_p_i_n_g,lsapping,slaaaaapping,slappingn,slappinga
lucre,l*cre,lucre,lcr,l u c r e,l_u_c_r_e,ulcre,luuuuucre,lucree,luuuuucre
raving,r*ving,raving,rvng,r a v i n g,r_a_v_i_n_g,arving,raaaaaving,ravinga,ravingb
lecherous,l*cherous,lecher0us,lchrs,l e c h e r o u s,l_e_c_h_e_r_o_u_s,elcherous,leeeeecherous,lecherouso,l*cherous
ungrateful,*ngrateful,ungrateful,ngrtfl,u n g r a t e f u l,u_n_g_r_a_t_e_f_u_l,nugrateful,uuuuungrateful,ungratefulp,u_n_g_r_a_t_e_f_u_l
nincompoop,n*ncompoop,ninc0mpoop,nncmpp,n i n c o m p o o p,n_i_n_c_o_m_p_o_o_p,inncompoop,niiiiincompoop,nincompoops,nncmpp
crummy,cr*mmy,crummy,crmmy,c r u m m y,c_r_u_m_m_y,rcummy,cruuuuummy,crummyg,c_r_u_m_m_y
septic,s*ptic,septic,sptc,s e p t i c,s_e_p_t_i_c,esptic,seeeeeptic,septick,esptic
heinous,h*inous,hein0us,hns,h e i n o u s,h_e_i_n_o_u_s,ehinous,heeeeeinous,heinousx,h_e_i_n_o_u_s
macho,m*cho,mach0,mch,m a c h o,m_a_c_h_o,amcho,maaaaacho,machof,mach0
perpetrate,p*rpetrate,perpetrate,prptrt,p e r p e t r a t e,p_e_r_p_e_t_r_a_t_e,eprpetrate,peeeeerpetrate,perpetratej,peeeeerpetrate
pikey,p*key,pikey,pky,p i k e y,p_i_k_e_y,ipkey,piiiiikey,pikeye,p*key
snide,sn*de,snide,snd,s n i d e,s_n_i_d_e,nside,sniiiiide,snideb,sn*de
monstrosity,m*nstrosity,m0nstrosity,mnstrsty,m o n s t r o s i t y,m_o_n_s_t_r_o_s_i_t_y,omnstrosity,mooooonstrosity,monstrositya,omnstrosity
lazy,l*zy,lazy,lzy,l a z y,l_a_z_y,alzy,laaaaazy,lazyp,lazy
hunky,h*nky,hunky,hnky,h u n k y,h_u_n_k_y,uhnky,huuuuunky,hunkyt,hnky
wigger,w*gger,wigger,wggr,w i g g e r,w_i_g_g_e_r,iwgger,wiiiiigger,wiggerz,w_i_g_g_e_r
disgraceful,d*sgraceful,disgraceful,dsgrcfl,d i s g r a c e f u l,d_i_s_g_r_a_c_e_f_u_l,idsgraceful,diiiiisgraceful,disgracefula,disgraceful
worthless,w*rthless,w0rthless,wrthlss,w o r t h l e s s,w_o_r_t_h_l_e_s_s,owrthless,wooooorthless,worthlessf,worthlessw
tasteless,t*steless,tasteless,tstlss,t a s t e l e s s,t_a_s_t_e_l_e_s_s,atsteless,taaaaasteless,tastelessz,tasteless
sycophant,syc*phant,syc0phant,sycphnt,s y c o p h a n t,s_y_c_o_p_h_a_n_t,yscophant,sycooooophant,sycophantg,sycphnt
deadbeat,d*adbeat,deadbeat,ddbt,d e a d b e a t,d_e_a_d_b_e_a_t,edadbeat,deeeeeadbeat,deadbeaty,d_e_a_d_b_e_a_t
brute,br*te,brute,brt,b r u t e,b_r_u_t_e,rbute,bruuuuute,bruteq,brutes
coon,c*on,c0on,cn,c o o n,c_o_o_n,ocon,coooooon,coonk,ocon
scummy,sc*mmy,scummy,scmmy,s c u m m y,s_c_u_m_m_y,csummy,scuuuuummy,scummye,sc*mmy
arsehole,*rsehole,arseh0le,rshl,a r s e h o l e,a_r_s_e_h_o_l_e,rasehole,aaaaarsehole,arseholeh,a_r_s_e_h_o_l_e
drunken,dr*nken,drunken,drnkn,d r u n k e n,d_r_u_n_k_e_n,rdunken,druuuuunken,drunkenj,druuuuunken
shitty,sh*tty,shitty,shtty,s h i t t y,s_h_i_t_t_y,hsitty,shiiiiitty,shittyq,shitty
homophobe,h*mophobe,h0mophobe,hmphb,h o m o p h o b e,h_o_m_o_p_h_o_b_e,ohmophobe,hooooomophobe,homophobet,h o m o p h o b e
subhuman,s*bhuman,subhuman,sbhmn,s u b h u m a n,s_u_b_h_u_m_a_n,usbhuman,suuuuubhuman,subhumand,usbhuman
butchery,b*tchery,butchery,btchry,b u t c h e r y,b_u_t_c_h_e_r_y,ubtchery,buuuuutchery,butcheryf,b_u_t_c_h_e_r_y
prig,pr*g,prig,prg,p r i g,p_r_i_g,rpig,priiiiig,prigt,prigo
cocky,c*cky,c0cky,ccky,c o c k y,c_o_c_k_y,occky,cooooocky,cockym,cockyd
imbecile,*mbecile,imbecile,mbcl,i m b e c i l e,i_m_b_e_c_i_l_e,mibecile,iiiiimbecile,imbecilej,mbcl
nutter,n*tter,nutter,nttr,n u t t e r,n_u_t_t_e_r,untter,nuuuuutter,nuttera,n u t t e r
unprofessional,*nprofessional,unpr0fessional,nprfssnl,u n p r o f e s s i o n a l,u_n_p_r_o_f_e_s_s_i_o_n_a_l,nuprofessional,uuuuunprofessional,unprofessionalq,unprofessionalk
deviant,d*viant,deviant,dvnt,d e v i a n t,d_e_v_i_a_n_t,edviant,deeeeeviant,deviantp,deviantq
sheeple,sh*eple,sheeple,shpl,s h e e p l e,s_h_e_e_p_l_e,hseeple,sheeeeeeple,sheeplev,s h e e p l e
windbag,w*ndbag,windbag,wndbg,w i n d b a g,w_i_n_d_b_a_g,iwndbag,wiiiiindbag,windbagz,w*ndbag
immoral,*mmoral,imm0ral,mmrl,i m m o r a l,i_m_m_o_r_a_l,mimoral,iiiiimmoral,immoralc,*mmoral
demented,d*mented,demented,dmntd,d e m e n t e d,d_e_m_e_n_t_e_d,edmented,deeeeemented,dementedd,demented
retard,r*tard,retard,rtrd,r e t a r d,r_e_t_a_r_d,ertard,reeeeetard,retardq,r*tard
bullying,b*llying,bullying,bllyng,b u l l y i n g,b_u_l_l_y_i_n_g,ubllying,buuuuullying,bullyingq,b_u_l_l_y_i_n_g
wee,w*e,wee,w,w e e,w_e_e,ewe,weeeeee,weeh,ewe
callous,c*llous,call0us,clls,c a l l o u s,c_a_l_l_o_u_s,acllous,caaaaallous,callousu,c a l l o u s
sadism,s*dism,sadism,sdsm,s a d i s m,s_a_d_i_s_m,asdism,saaaaadism,sadismg,saaaaadism
bullshit,b*llshit,bullshit,bllsht,b u l l s h i t,b_u_l_l_s_h_i_t,ubllshit,buuuuullshit,bullshitb,bllsht
ridiculous,r*diculous,ridicul0us,rdcls,r i d i c u l o u s,r_i_d_i_c_u_l_o_u_s,irdiculous,riiiiidiculous,ridiculousp,rdcls
dickhead,d*ckhead,dickhead,dckhd,d i c k h e a d,d_i_c_k_h_e_a_d,idckhead,diiiiickhead,dickheads,dickheadr
humbug,h*mbug,humbug,hmbg,h u m b u g,h_u_m_b_u_g,uhmbug,huuuuumbug,humbugb,huuuuumbug
obnoxious,*bnoxious,0bnoxious,bnxs,o b n o x i o u s,o_b_n_o_x_i_o_u_s,bonoxious,ooooobnoxious,obnoxiousj,*bnoxious
daft,d*ft,daft,dft,d a f t,d_a_f_t,adft,daaaaaft,dafts,adft
slaver,sl*ver,slaver,slvr,s l a v e r,s_l_a_v_e_r,lsaver,slaaaaaver,slaverx,slvr
injun,*njun,injun,njn,i n j u n,i_n_j_u_n,nijun,iiiiinjun,injunl,injun
disrespectful,d*srespectful,disrespectful,dsrspctfl,d i s r e s p e c t f u l,d_i_s_r_e_s_p_e_c_t_f_u_l,idsrespectful,diiiiisrespectful,disrespectfuln,d i s r e s p e c t f u l
wacko,w*cko,wack0,wck,w a c k o,w_a_c_k_o,awcko,waaaaacko,wackou,awcko
layabout,l*yabout,layab0ut,lybt,l a y a b o u t,l_a_y_a_b_o_u_t,alyabout,laaaaayabout,layaboutm,l*yabout
bollocks,b*llocks,b0llocks,bllcks,b o l l o c k s,b_o_l_l_o_c_k_s,obllocks,booooollocks,bollocksu,bllcks
mutt,m*tt,mutt,mtt,m u t t,m_u_t_t,umtt,muuuuutt,mutth,muttk
bossy,b*ssy,b0ssy,bssy,b o s s y,b_o_s_s_y,obssy,booooossy,bossyl,bssy
egomaniacal,*gomaniacal,eg0maniacal,gmncl,e g o m a n i a c a l,e_g_o_m_a_n_i_a_c_a_l,geomaniacal,eeeeegomaniacal,egomaniacalo,*gomaniacal
shoddy,sh*ddy,sh0ddy,shddy,s h o d d y,s_h_o_d_d_y,hsoddy,shoooooddy,shoddyk,s_h_o_d_d_y
loathsome,l*athsome,l0athsome,lthsm,l o a t h s o m e,l_o_a_t_h_s_o_m_e,olathsome,loooooathsome,loathsomel,loooooathsome
stoopid,st*opid,st0opid,stpd,s t o o p i d,s_t_o_o_p_i_d,tsoopid,stoooooopid,stoopidk,s t o o p i d
smarmy,sm*rmy,smarmy,smrmy,s m a r m y,s_m_a_r_m_y,msarmy,smaaaaarmy,smarmyb,smaaaaarmy
doos,d*os,d0os,ds,d o o s,d_o_o_s,odos,doooooos,doosu,d*os
toady,t*ady,t0ady,tdy,t o a d y,t_o_a_d_y,otady,toooooady,toadyu,toadyv
crazed,cr*zed,crazed,crzd,c r a z e d,c_r_a_z_e_d,rcazed,craaaaazed,crazedx,cr*zed
schemer,sch*mer,schemer,schmr,s c h e m e r,s_c_h_e_m_e_r,cshemer,scheeeeemer,schemerw,s_c_h_e_m_e_r
manipulative,m*nipulative,manipulative,mnpltv,m a n i p u l a t i v e,m_a_n_i_p_u_l_a_t_i_v_e,amnipulative,maaaaanipulative,manipulativey,m a n i p u l a t i v e
glutton,gl*tton,glutt0n,glttn,g l u t t o n,g_l_u_t_t_o_n,lgutton,gluuuuutton,gluttona,lgutton
wee,w*e,wee,w,w e e,w_e_e,ewe,weeeeee,weem,weeeeee
pillock,p*llock,pill0ck,pllck,p i l l o c k,p_i_l_l_o_c_k,ipllock,piiiiillock,pillocke,ipllock
boring,b*ring,b0ring,brng,b o r i n g,b_o_r_i_n_g,obring,boooooring,boringw,b_o_r_i_n_g
snob,sn*b,sn0b,snb,s n o b,s_n_o_b,nsob,snooooob,snobu,s_n_o_b
dishonorable,d*shonorable,dish0norable,dshnrbl,d i s h o n o r a b l e,d_i_s_h_o_n_o_r_a_b_l_e,idshonorable,diiiiishonorable,dishonorablea,diiiiishonorable
brainiac,br*iniac,brainiac,brnc,b r a i n i a c,b_r_a_i_n_i_a_c,rbainiac,braaaaainiac,brainiack,brnc
certifiable,c*rtifiable,certifiable,crtfbl,c e r t i f i a b l e,c_e_r_t_i_f_i_a_b_l_e,ecrtifiable,ceeeeertifiable,certifiableq,ceeeeertifiable
bollock,b*llock,b0llock,bllck,b o l l o c k,b_o_l_l_o_c_k,obllock,booooollock,bollocks,b*llock
dullard,d*llard,dullard,dllrd,d u l l a r d,d_u_l_l_a_r_d,udllard,duuuuullard,dullarda,dullard
cunning,c*nning,cunning,cnnng,c u n n i n g,c_u_n_n_i_n_g,ucnning,cuuuuunning,cunningy,c_u_n_n_i_n_g
spew,sp*w,spew,spw,s p e w,s_p_e_w,psew,speeeeew,spewu,s p e w
freak,fr*ak,freak,frk,f r e a k,f_r_e_a_k,rfeak,freeeeeak,freakv,freak
quisling,q*isling,quisling,qslng,q u i s l i n g,q_u_i_s_l_i_n_g,uqisling,quuuuuisling,quislingu,q u i s l i n g
devilish,d*vilish,devilish,dvlsh,d e v i l i s h,d_e_v_i_l_i_s_h,edvilish,deeeeevilish,devilishp,devilishz
sham,sh*m,sham,shm,s h a m,s_h_a_m,hsam,shaaaaam,shamy,sh*m
workaholic,w*rkaholic,w0rkaholic,wrkhlc,w o r k a h o l i c,w_o_r_k_a_h_o_l_i_c,owrkaholic,wooooorkaholic,workaholicq,wrkhlc
incest,*ncest,incest,ncst,i n c e s t,i_n_c_e_s_t,nicest,iiiiincest,incestg,iiiiincest
weakling,w*akling,weakling,wklng,w e a k l i n g,w_e_a_k_l_i_n_g,ewakling,weeeeeakling,weaklingr,ewakling
honky,h*nky,h0nky,hnky,h o n k y,h_o_n_k_y,ohnky,hooooonky,honkyz,hooooonky
murderous,m*rderous,murder0us,mrdrs,m u r d e r o u s,m_u_r_d_e_r_o_u_s,umrderous,muuuuurderous,murderousb,m u r d e r o u s
pompous,p*mpous,p0mpous,pmps,p o m p o u s,p_o_m_p_o_u_s,opmpous,pooooompous,pompousx,p_o_m_p_o_u_s
savage,s*vage,savage,svg,s a v a g e,s_a_v_a_g_e,asvage,saaaaavage,savagev,s*vage
shiz,sh*z,shiz,shz,s h i z,s_h_i_z,hsiz,shiiiiiz,shizu,shizt
harridan,h*rridan,harridan,hrrdn,h a r r i d a n,h_a_r_r_i_d_a_n,ahrridan,haaaaarridan,harridane,h*rridan
whiny,wh*ny,whiny,whny,w h i n y,w_h_i_n_y,hwiny,whiiiiiny,whinyt,w_h_i_n_y
butthead,b*tthead,butthead,btthd,b u t t h e a d,b_u_t_t_h_e_a_d,ubtthead,buuuuutthead,buttheadr,buttheadt
gina,g*na,gina,gn,g i n a,g_i_n_a,igna,giiiiina,ginag,g*na
heathen,h*athen,heathen,hthn,h e a t h e n,h_e_a_t_h_e_n,ehathen,heeeeeathen,heathenp,h_e_a_t_h_e_n
bullshit,b*llshit,bullshit,bllsht,b u l l s h i t,b_u_l_l_s_h_i_t,ubllshit,buuuuullshit,bullshitj,bullshit
cheating,ch*ating,cheating,chtng,c h e a t i n g,c_h_e_a_t_i_n_g,hceating,cheeeeeating,cheatingn,c h e a t i n g
coward,c*ward,c0ward,cwrd,c o w a r d,c_o_w_a_r_d,ocward,coooooward,cowardj,cowardd
jerk,j*rk,jerk,jrk,j e r k,j_e_r_k,ejrk,jeeeeerk,jerkx,jerk
dreadful,dr*adful,dreadful,drdfl,d r e a d f u l,d_r_e_a_d_f_u_l,rdeadful,dreeeeeadful,dreadfuly,d r e a d f u l
grouch,gr*uch,gr0uch,grch,g r o u c h,g_r_o_u_c_h,rgouch,grooooouch,grouchs,rgouch
inhumane,*nhumane,inhumane,nhmn,i n h u m a n e,i_n_h_u_m_a_n_e,nihumane,iiiiinhumane,inhumanes,*nhumane
underhanded,*nderhanded,underhanded,ndrhndd,u n d e r h a n d e d,u_n_d_e_r_h_a_n_d_e_d,nuderhanded,uuuuunderhanded,underhandedp,underhandede
jealous,j*alous,jeal0us,jls,j e a l o u s,j_e_a_l_o_u_s,ejalous,jeeeeealous,jealousr,jeeeeealous
prig,pr*g,prig,prg,p r i g,p_r_i_g,rpig,priiiiig,prign,p r i g
lying,ly*ng,lying,lyng,l y i n g,l_y_i_n_g,yling,lyiiiiing,lyingg,lyng
lecher,l*cher,lecher,lchr,l e c h e r,l_e_c_h_e_r,elcher,leeeeecher,lecheri,elcher
contemptible,c*ntemptible,c0ntemptible,cntmptbl,c o n t e m p t i b l e,c_o_n_t_e_m_p_t_i_b_l_e,ocntemptible,cooooontemptible,contemptiblex,c_o_n_t_e_m_p_t_i_b_l_e
pogue,p*gue,p0gue,pg,p o g u e,p_o_g_u_e,opgue,pooooogue,pogued,p*gue
scary,sc*ry,scary,scry,s c a r y,s_c_a_r_y,csary,scaaaaary,scaryk,scary
naughty,n*ughty,naughty,nghty,n a u g h t y,n_a_u_g_h_t_y,anughty,naaaaaughty,naughtyc,n a u g h t y
faker,f*ker,faker,fkr,f a k e r,f_a_k_e_r,afker,faaaaaker,fakerv,afker
scissor,sc*ssor,sciss0r,scssr,s c i s s o r,s_c_i_s_s_o_r,csissor,sciiiiissor,scissord,sciss0r
screwy,scr*wy,screwy,scrwy,s c r e w y,s_c_r_e_w_y,csrewy,screeeeewy,screwyu,scr*wy
senseless,s*nseless,senseless,snslss,s e n s e l e s s,s_e_n_s_e_l_e_s_s,esnseless,seeeeenseless,senselessa,esnseless
claptrap,cl*ptrap,claptrap,clptrp,c l a p t r a p,c_l_a_p_t_r_a_p,lcaptrap,claaaaaptrap,claptrapc,lcaptrap
bullshit,b*llshit,bullshit,bllsht,b u l l s h i t,b_u_l_l_s_h_i_t,ubllshit,buuuuullshit,bullshitl,ubllshit
ruffian,r*ffian,ruffian,rffn,r u f f i a n,r_u_f_f_i_a_n,urffian,ruuuuuffian,ruffianz,ruuuuuffian
venal,v*nal,venal,vnl,v e n a l,v_e_n_a_l,evnal,veeeeenal,venalf,veeeeenal
grump,gr*mp,grump,grmp,g r u m p,g_r_u_m_p,rgump,gruuuuump,grumpn,grump
minger,m*nger,minger,mngr,m i n g e r,m_i_n_g_e_r,imnger,miiiiinger,mingerz,mingern
monster,m*nster,m0nster,mnstr,m o n s t e r,m_o_n_s_t_e_r,omnster,mooooonster,monstero,m*nster
puppet,p*ppet,puppet,pppt,p u p p e t,p_u_p_p_e_t,upppet,puuuuuppet,puppetv,p u p p e t
sloth,sl*th,sl0th,slth,s l o t h,s_l_o_t_h,lsoth,sloooooth,sloths,sloooooth
hoax,h*ax,h0ax,hx,h o a x,h_o_a_x,ohax,hoooooax,hoaxu,hoaxt
barbaric,b*rbaric,barbaric,brbrc,b a r b a r i c,b_a_r_b_a_r_i_c,abrbaric,baaaaarbaric,barbarics,b_a_r_b_a_r_i_c
goof,g*of,g0of,gf,g o o f,g_o_o_f,ogof,goooooof,goofx,g*of
brag,br*g,brag,brg,b r a g,b_r_a_g,rbag,braaaaag,bragr,b r a g
sissy,s*ssy,sissy,sssy,s i s s y,s_i_s_s_y,isssy,siiiiissy,sissym,s_i_s_s_y
deadbeat,d*adbeat,deadbeat,ddbt,d e a d b e a t,d_e_a_d_b_e_a_t,edadbeat,deeeeeadbeat,deadbeatm,d*adbeat
shite,sh*te,shite,sht,s h i t e,s_h_i_t_e,hsite,shiiiiite,shitew,s h i t e
deluded,d*luded,deluded,dldd,d e l u d e d,d_e_l_u_d_e_d,edluded,deeeeeluded,deludedk,dldd
traitor,tr*itor,trait0r,trtr,t r a i t o r,t_r_a_i_t_o_r,rtaitor,traaaaaitor,traitorg,trait0r
jerkass,j*rkass,jerkass,jrkss,j e r k a s s,j_e_r_k_a_s_s,ejrkass,jeeeeerkass,jerkassl,j*rkass
shite,sh*te,shite,sht,s h i t e,s_h_i_t_e,hsite,shiiiiite,shitek,shiteg
witless,w*tless,witless,wtlss,w i t l e s s,w_i_t_l_e_s_s,iwtless,wiiiiitless,witlessx,witlessk
icky,*cky,icky,cky,i c k y,i_c_k_y,ciky,iiiiicky,ickyz,i_c_k_y
bungling,b*ngling,bungling,bnglng,b u n g l i n g,b_u_n_g_l_i_n_g,ubngling,buuuuungling,bunglinge,buuuuungling
